BHARTI AIRTEL LIMITED 

PAN India 

Call Details of Mobile No '9714499703' from '01-Jun-2025' to '05-Jun-2026' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'9714499703',OUT,Post,'9213623756',3088,RJIL-GJ,'01/05/2026',15:49:39,9,21.22601/72.88802,404-98-8307-234612582,21.22279/72.88542,404-98-8307-240902401,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',IN,Post,'9712027733',2728,AIR-GJ,'01/05/2026',15:50:39,11,21.22601/72.88802,404-98-8307-234612562,21.22601/72.88802,404-98-8307-234612562,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'VA-BATAIn-P',,-,'01/05/2026',16:10:02,0,21.21225/72.87817,404-98-8245-231552519,,---,'919885705602',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'01/05/2026',16:16:29,16,21.21373/72.8745,404-98-8245-233260550,21.21373/72.8745,404-98-8245-233260550,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',IN,Post,'9099857522',3088,RJIL-GJ,'01/05/2026',16:40:20,127,21.21225/72.87817,404-98-8245-231552519,21.21373/72.8745,404-98-8245-233260550,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9979574906',3088,RJIL-GJ,'01/05/2026',17:04:15,38,21.21373/72.8745,404-98-8245-233260655,21.21221/72.8746,404-98-8245-231055185,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'01/05/2026',17:36:09,17,21.22852/72.89744,404-98-8307-240847729,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'JD-JIOPBS-S',,-,'01/05/2026',17:48:03,0,21.2259/72.88995,404-98-8307-231189863,,---,'917011075005',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'7861987040',2728,AIR-GJ,'01/05/2026',17:49:16,30,21.22601/72.88802,404-98-8307-234612487,21.22601/72.88802,404-98-8307-234612487,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'01/05/2026',17:56:23,0,21.21277/72.88417,404-98-8330-231492709,,---,'917011075005',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'01/05/2026',18:33:01,42,21.21165/72.87576,404-98-8245-233260114,21.21165/72.87576,404-98-8245-233260114,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'6351896338',3088,RJIL-GJ,'01/05/2026',18:49:05,32,21.21165/72.87576,404-98-8245-233260114,21.21165/72.87576,404-98-8245-233260114,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'01/05/2026',18:50:16,52,21.21165/72.87576,404-98-8245-233260039,21.21165/72.87576,404-98-8245-233260039,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',OUT,Post,'8401382222',3576,AIR-GJ,'01/05/2026',18:51:15,61,21.21165/72.87576,404-98-8245-233260039,21.21165/72.87576,404-98-8245-233260039,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'01/05/2026',18:52:23,22,21.21165/72.87576,404-98-8245-233260039,21.21165/72.87576,404-98-8245-233260039,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'8128165664',3088,RJIL-GJ,'01/05/2026',18:53:59,13,21.21165/72.87576,404-98-8245-233260039,21.21165/72.87576,404-98-8245-233260039,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',SMT,Post,'JK-CANBNK-S',,-,'01/05/2026',20:55:15,0,21.21373/72.8745,404-98-8245-233260655,,---,'917003075026',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'9824449525',3088,RJIL-GJ,'01/05/2026',22:18:10,0,21.21715/72.87913,404-98-8245-241238099,,---,'917014075088',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'9824449525',3088,RJIL-GJ,'01/05/2026',22:18:18,0,21.21715/72.87913,404-98-8245-241238099,,---,'917014075088',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'9726145949',4106,VODA-GJ,'01/05/2026',22:18:34,14,21.21715/72.87913,404-98-8245-241238099,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',SMO,Post,'9824449525',3088,RJIL-GJ,'01/05/2026',22:19:05,0,21.21715/72.87913,404-98-8245-241238099,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'9726145949',4106,VODA-GJ,'01/05/2026',22:34:04,36,21.21509/72.87692,404-98-8245-240829265,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-JIOPBS-S',,-,'01/05/2026',22:38:20,0,21.21762/72.87612,404-98-8245-241697617,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'01/05/2026',22:51:40,57,21.21715/72.87913,404-98-8245-241238099,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'02/05/2026',02:06:02,0,21.29669/72.8915,404-98-8331-230711560,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'02/05/2026',09:51:37,23,21.29669/72.8915,404-98-8331-230711635,21.29669/72.8915,404-98-8331-230711635,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMO,Post,'52263',,-,'02/05/2026',10:14:12,0,21.29669/72.8915,404-98-8331-230711560,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'8000343175',3088,RJIL-GJ,'02/05/2026',10:40:37,19,21.29198/72.87794,404-98-8331-241631234,21.29198/72.87794,404-98-8331-241631234,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'02/05/2026',10:41:08,11,21.29198/72.87794,404-98-8331-241631234,21.29198/72.87794,404-98-8331-241631234,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',SMT,Post,'AG-ARWINF-P',,-,'02/05/2026',10:50:17,0,21.24234/72.88804,404-98-8307-241706351,,---,'919890784018',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AG-ARWINF-P',,-,'02/05/2026',10:50:19,0,21.24234/72.88804,404-98-8307-241706351,,---,'919890784018',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AG-ARWINF-P',,-,'02/05/2026',10:50:20,0,21.24234/72.88804,404-98-8307-241706351,,---,'919890784018',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',11:04:28,11,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'9099857522',3088,RJIL-GJ,'02/05/2026',11:09:51,27,21.2259/72.88995,404-98-8307-231189763,21.2259/72.88995,404-98-8307-231189763,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9925940037',4106,VODA-GJ,'02/05/2026',11:21:39,20,21.21373/72.8745,404-98-8245-233260645,21.21373/72.8745,404-98-8245-233260550,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',OUT,Post,'6351596338',3088,RJIL-GJ,'02/05/2026',11:22:14,42,21.21373/72.8745,404-98-8245-233260550,21.21373/72.8745,404-98-8245-233260550,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8128165664',3088,RJIL-GJ,'02/05/2026',11:33:54,25,21.21715/72.87913,404-98-8245-241238099,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128165664',3088,RJIL-GJ,'02/05/2026',11:38:11,31,21.21762/72.87612,404-98-8245-241697537,21.21762/72.87612,404-98-8245-241697537,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128165664',3088,RJIL-GJ,'02/05/2026',11:44:34,34,21.21461/72.8736,404-98-8331-236415239,21.21461/72.8736,404-98-8331-236415239,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'02/05/2026',12:17:22,15,21.19553/72.83345,404-98-8248-231173735,21.19911/72.83264,404-98-8248-233234001,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',IN,Post,'9099857522',3088,RJIL-GJ,'02/05/2026',12:35:48,29,21.19743/72.83454,404-98-8248-241692673,21.19743/72.83454,404-98-8248-241692673,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JX-JIOPBS-S',,-,'02/05/2026',12:52:46,0,21.19743/72.83454,404-98-8248-241692678,,---,'917019075023',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JM-JIOPBS-S',,-,'02/05/2026',12:57:33,0,21.19743/72.83454,404-98-8248-241692678,,---,'917021075036',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'9099857522',3088,RJIL-GJ,'02/05/2026',12:59:56,14,21.19743/72.83454,404-98-8248-241692678,21.19743/72.83454,404-98-8248-241692678,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',13:01:59,8,21.20607/72.83543,404-98-8248-240685926,21.20432/72.83996,404-98-8248-242308435,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',IN,Post,'8128165664',3088,RJIL-GJ,'02/05/2026',13:11:33,10,21.21715/72.87913,404-98-8245-241238129,21.21715/72.87913,404-98-8245-241238129,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'02/05/2026',14:24:25,16,21.21715/72.87913,404-98-8245-241238099,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'02/05/2026',14:25:33,14,21.21509/72.87692,404-98-8245-240829265,21.21509/72.87692,404-98-8245-240829265,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',14:26:06,12,21.21715/72.87913,404-98-8245-241238099,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMT,Post,'JD-JIOPBS-S',,-,'02/05/2026',14:27:55,0,21.21715/72.87913,404-98-8245-241238099,,---,'917011075097',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'02/05/2026',14:28:57,0,21.21715/72.87913,404-98-8245-241238099,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'02/05/2026',14:29:17,48,21.21715/72.87913,404-98-8245-241238099,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',15:31:59,20,21.21715/72.87913,404-98-8245-241238099,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',16:08:10,10,21.21715/72.87913,404-98-8245-241238099,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',16:57:07,75,21.21509/72.87692,404-98-8245-240829265,21.21715/72.87913,404-98-8245-241238099,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',18:02:44,9,21.22129/72.87928,404-98-8245-231179016,21.22129/72.87928,404-98-8245-231179016,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',SMT,Post,'JK-CANBNK-S',,-,'02/05/2026',18:34:42,0,21.22665/72.90305,404-98-8307-231546214,,---,'917003075025',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'9712027733',2728,AIR-GJ,'02/05/2026',18:48:47,0,21.22335/72.90272,404-98-8307-242295811,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',18:55:01,6,21.22665/72.90305,404-98-8307-231546224,21.22335/72.90272,404-98-8307-242295891,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',IN,Post,'9712027733',2728,AIR-GJ,'02/05/2026',19:04:14,38,21.21391/72.88892,404-98-8330-231408129,21.21391/72.88892,404-98-8330-231408129,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',19:14:10,14,21.21509/72.87692,404-98-8245-240829185,21.21509/72.87692,404-98-8245-240829185,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9712027733',2728,AIR-GJ,'02/05/2026',19:40:38,42,21.22061/72.88657,404-98-8307-233206118,21.22061/72.88657,404-98-8307-233206018,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8849998625',3088,RJIL-GJ,'02/05/2026',19:41:59,13,21.22249/72.88946,404-98-8307-241523718,21.22601/72.88802,404-98-8307-234612561,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'02/05/2026',19:42:59,0,21.22249/72.88946,404-98-8307-241523718,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',19:51:44,11,21.22061/72.88657,404-98-8307-233206118,21.22061/72.88657,404-98-8307-233206018,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',IN,Post,'9879886575',4106,VODA-GJ,'02/05/2026',20:12:24,34,21.21165/72.87576,404-98-8245-233260034,21.21165/72.87576,404-98-8245-233260034,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',20:13:22,43,21.21165/72.87576,404-98-8245-233260034,21.21165/72.87576,404-98-8245-233260034,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',20:14:50,30,21.21165/72.87576,404-98-8245-233260134,21.21165/72.87576,404-98-8245-233260134,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'9099857522',3088,RJIL-GJ,'02/05/2026',20:15:40,34,21.21165/72.87576,404-98-8245-233260134,21.21165/72.87576,404-98-8245-233260134,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'02/05/2026',20:19:11,65,21.21225/72.87817,404-98-8245-231552614,21.21225/72.87817,404-98-8245-231552514,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AX-CANBNK-S',,-,'02/05/2026',20:27:24,0,21.21509/72.87692,404-98-8245-240829285,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'02/05/2026',21:12:38,0,21.21762/72.87612,404-98-8245-241697537,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'VM-CANBNK-S',,-,'02/05/2026',21:18:37,0,21.21715/72.87913,404-98-8245-241238099,,---,'919702000556',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'02/05/2026',23:34:14,0,21.23121/72.89262,404-98-8307-241910373,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AD-FEDBNK-S',,-,'02/05/2026',23:46:18,0,21.22824/72.88821,404-98-8307-231046767,,---,'919890784017',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'02/05/2026',23:58:01,0,21.23121/72.89262,404-98-8307-241910278,,---,'917011075005',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'03/05/2026',02:09:56,0,21.29669/72.8915,404-98-8331-230711560,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'03/05/2026',10:12:57,112,21.29198/72.87794,404-98-8331-241631313,21.29198/72.87794,404-98-8331-241631313,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AG-ARWINF-P',,-,'03/05/2026',10:21:24,0,21.29669/72.8915,404-98-8331-230711655,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AG-ARWINF-P',,-,'03/05/2026',10:21:27,0,21.29669/72.8915,404-98-8331-230711655,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AG-ARWINF-P',,-,'03/05/2026',10:21:29,0,21.29669/72.8915,404-98-8331-230711655,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AG-ARWINF-P',,-,'03/05/2026',10:21:30,0,21.29669/72.8915,404-98-8331-230711655,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'03/05/2026',14:43:15,75,21.29669/72.8915,404-98-8331-230711555,21.29669/72.8915,404-98-8331-230711635,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'03/05/2026',15:48:40,40,21.29669/72.8915,404-98-8331-230711655,21.29669/72.8915,404-98-8331-230711560,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'03/05/2026',16:02:23,90,21.29669/72.8915,404-98-8331-230711635,21.29669/72.8915,404-98-8331-230711635,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'03/05/2026',16:34:48,0,21.29051/72.89434,404-98-8331-232984165,,---,'917011075004',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'03/05/2026',16:50:03,0,21.29051/72.89434,404-98-8331-232984165,,---,'917011075004',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'03/05/2026',16:50:05,0,21.29051/72.89434,404-98-8331-232984165,,---,'917011075094',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-CANBNK-S',,-,'03/05/2026',16:54:10,0,21.29051/72.89434,404-98-8331-232984165,,---,'917011075004',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',IN,Post,'8758237575',2728,AIR-GJ,'03/05/2026',18:24:34,36,21.29051/72.89434,404-98-8331-232984085,21.29051/72.89434,404-98-8331-232984085,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'03/05/2026',18:25:26,37,21.29051/72.89434,404-98-8331-232984165,21.29051/72.89434,404-98-8331-232984065,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8758237575',2728,AIR-GJ,'03/05/2026',19:25:59,27,21.29051/72.89434,404-98-8331-232984165,21.29051/72.89434,404-98-8331-232984145,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JK-CANBNK-S',,-,'03/05/2026',19:28:30,0,21.29051/72.89434,404-98-8331-232984065,,---,'917003075042',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'03/05/2026',19:30:08,21,21.29051/72.89434,404-98-8331-232984165,21.29051/72.89434,404-98-8331-232984065,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',SMO,Post,'8121897222',2724,AIR-AP,'03/05/2026',19:54:48,0,21.29669/72.8915,404-98-8331-230711665,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AX-iPaytm-S',,-,'03/05/2026',19:54:51,0,21.29669/72.8915,404-98-8331-230711665,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AX-iPaytm-S',,-,'03/05/2026',19:55:22,0,21.29669/72.8915,404-98-8331-230711665,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'VM-CANBNK-S',,-,'03/05/2026',19:56:06,0,21.29669/72.8915,404-98-8331-230711665,,---,'919820405577',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
